subjID	participant	shift	activity	explosion	pumps
04N21	04	N2	1	1	30
04N21	04	N2	1	0	60
04N21	04	N2	1	1	88
04N22	04	N2	2	0	60
04N22	04	N2	2	1	35
04N22	04	N2	2	1	57
04N22	04	N2	2	1	32
04N22	04	N2	2	0	40
04N22	04	N2	2	1	59
04N22	04	N2	2	0	40
04N22	04	N2	2	0	60
04N22	04	N2	2	1	69
04N22	04	N2	2	0	60
04N22	04	N2	2	1	68
04N22	04	N2	2	0	60
04N22	04	N2	2	1	30
04N22	04	N2	2	0	60
04N22	04	N2	2	1	61
04N22	04	N2	2	0	60
04N22	04	N2	2	0	80
04N22	04	N2	2	1	46
04N22	04	N2	2	1	49
04N22	04	N2	2	1	9
04N22	04	N2	2	1	10
04N22	04	N2	2	0	40
04N22	04	N2	2	0	60
04N22	04	N2	2	1	55
04N22	04	N2	2	1	36
04N22	04	N2	2	0	40
04N22	04	N2	2	1	16
04N22	04	N2	2	1	14
04N22	04	N2	2	0	40
04N22	04	N2	2	0	60
13D11	13	D1	1	1	64
13D11	13	D1	1	0	50
13D11	13	D1	1	0	35
13D11	13	D1	1	0	30
13D11	13	D1	1	0	30
13D11	13	D1	1	0	30
13D11	13	D1	1	1	24
13D11	13	D1	1	0	15
13D11	13	D1	1	0	20
13D11	13	D1	1	1	24
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	1	13
13D11	13	D1	1	0	5
13D11	13	D1	1	0	15
13D11	13	D1	1	0	15
13D11	13	D1	1	0	10
13D11	13	D1	1	0	10
13D11	13	D1	1	0	15
13D11	13	D1	1	0	15
13D11	13	D1	1	0	25
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	20
13D11	13	D1	1	0	25
13D11	13	D1	1	0	25
13D12	13	D1	2	0	20
13D12	13	D1	2	1	15
13D12	13	D1	2	0	10
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	1	2
13D12	13	D1	2	0	1
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	1	8
13D12	13	D1	2	1	2
13D12	13	D1	2	0	1
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	1	21
13D12	13	D1	2	1	10
13D12	13	D1	2	0	15
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	0	25
13D12	13	D1	2	1	18
13D12	13	D1	2	0	25
13D21	13	D2	1	0	20
13D21	13	D2	1	0	25
13D21	13	D2	1	0	30
13D21	13	D2	1	0	30
13D21	13	D2	1	0	35
13D21	13	D2	1	0	35
13D21	13	D2	1	0	35
13D21	13	D2	1	0	35
13D21	13	D2	1	0	35
13D21	13	D2	1	1	27
13D21	13	D2	1	0	30
13D21	13	D2	1	1	22
13D21	13	D2	1	0	20
13D21	13	D2	1	1	5
13D21	13	D2	1	0	15
13D21	13	D2	1	0	20
13D21	13	D2	1	0	25
13D21	13	D2	1	0	35
13D21	13	D2	1	0	50
13D21	13	D2	1	1	15
13D21	13	D2	1	0	30
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D21	13	D2	1	1	1
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D21	13	D2	1	0	50
13D22	13	D2	2	1	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	1	25
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	1	21
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	1	4
13D22	13	D2	2	0	30
13D22	13	D2	2	1	23
13D22	13	D2	2	0	30
13D22	13	D2	2	1	12
13D22	13	D2	2	1	1
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13D22	13	D2	2	0	30
13N11	13	N1	1	1	13
13N11	13	N1	1	0	30
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	1	14
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	1	24
13N11	13	N1	1	0	53
13N11	13	N1	1	0	35
13N11	13	N1	1	1	29
13N11	13	N1	1	1	34
13N11	13	N1	1	0	53
13N11	13	N1	1	1	14
13N11	13	N1	1	0	35
13N11	13	N1	1	1	23
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	0	35
13N11	13	N1	1	1	28
13N11	13	N1	1	0	53
13N11	13	N1	1	0	53
13N11	13	N1	1	0	53
13N11	13	N1	1	1	11
13N11	13	N1	1	0	53
13N11	13	N1	1	0	53
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	1	49
13N12	13	N1	2	1	22
13N12	13	N1	2	0	45
13N12	13	N1	2	0	45
13N12	13	N1	2	0	45
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	1	45
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	1	17
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	1	34
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	0	50
13N12	13	N1	2	1	29
13N12	13	N1	2	0	50
13N12	13	N1	2	1	9
13N12	13	N1	2	1	24
13N21	13	N2	1	1	50
13N21	13	N2	1	1	29
13N21	13	N2	1	0	50
13N21	13	N2	1	0	50
13N21	13	N2	1	0	50
13N21	13	N2	1	0	50
13N21	13	N2	1	0	50
13N21	13	N2	1	1	35
13N21	13	N2	1	0	50
13N21	13	N2	1	1	43
13N21	13	N2	1	1	39
13N21	13	N2	1	1	48
13N21	13	N2	1	1	23
13N21	13	N2	1	0	45
13N21	13	N2	1	1	28
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	1	26
13N21	13	N2	1	1	17
13N21	13	N2	1	0	45
13N21	13	N2	1	1	33
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	1	15
13N21	13	N2	1	0	45
13N21	13	N2	1	0	45
13N21	13	N2	1	1	45
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	1	46
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	1	42
13N22	13	N2	2	0	50
13N22	13	N2	2	1	23
13N22	13	N2	2	1	47
13N22	13	N2	2	1	2
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	1	2
13N22	13	N2	2	0	50
13N22	13	N2	2	1	33
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	0	50
13N22	13	N2	2	1	24
14D11	14	D1	1	1	101
14D11	14	D1	1	1	6
14D11	14	D1	1	0	50
14D11	14	D1	1	0	100
14D11	14	D1	1	0	50
14D11	14	D1	1	1	24
14D11	14	D1	1	1	46
14D11	14	D1	1	0	100
14D11	14	D1	1	1	10
14D11	14	D1	1	1	12
14D11	14	D1	1	0	50
14D11	14	D1	1	0	100
14D11	14	D1	1	0	50
14D11	14	D1	1	1	45
14D11	14	D1	1	1	25
14D11	14	D1	1	0	50
14D11	14	D1	1	1	79
14D11	14	D1	1	1	18
14D11	14	D1	1	0	50
14D11	14	D1	1	1	58
14D11	14	D1	1	0	50
14D11	14	D1	1	1	95
14D11	14	D1	1	0	50
14D11	14	D1	1	1	79
14D11	14	D1	1	1	19
14D11	14	D1	1	1	22
14D11	14	D1	1	0	50
14D11	14	D1	1	0	100
14D11	14	D1	1	0	50
14D11	14	D1	1	0	50
14D12	14	D1	2	0	100
14D12	14	D1	2	0	100
14D12	14	D1	2	1	99
14D12	14	D1	2	0	50
14D12	14	D1	2	1	9
14D12	14	D1	2	1	28
14D12	14	D1	2	0	50
14D12	14	D1	2	1	59
14D12	14	D1	2	1	25
14D12	14	D1	2	1	34
14D12	14	D1	2	1	13
14D12	14	D1	2	0	50
14D12	14	D1	2	1	18
14D12	14	D1	2	0	50
14D12	14	D1	2	1	28
14D12	14	D1	2	0	50
14D12	14	D1	2	1	25
14D12	14	D1	2	0	50
14D12	14	D1	2	1	90
14D12	14	D1	2	1	36
14D12	14	D1	2	1	44
14D12	14	D1	2	0	50
14D12	14	D1	2	1	48
14D12	14	D1	2	0	50
14D12	14	D1	2	1	28
14D12	14	D1	2	0	50
14D12	14	D1	2	0	100
14D12	14	D1	2	1	50
14D12	14	D1	2	0	50
14D12	14	D1	2	1	2
14D21	14	D2	1	1	91
14D21	14	D2	1	1	15
14D21	14	D2	1	0	50
14D21	14	D2	1	1	75
14D21	14	D2	1	1	24
14D21	14	D2	1	0	50
14D21	14	D2	1	1	39
14D21	14	D2	1	0	50
14D21	14	D2	1	1	6
14D21	14	D2	1	1	44
14D21	14	D2	1	1	43
14D21	14	D2	1	1	46
14D21	14	D2	1	0	50
14D21	14	D2	1	1	40
14D21	14	D2	1	1	41
14D21	14	D2	1	0	50
14D21	14	D2	1	1	89
14D21	14	D2	1	0	50
14D21	14	D2	1	1	83
14D21	14	D2	1	0	50
14D21	14	D2	1	1	5
14D21	14	D2	1	0	50
14D21	14	D2	1	1	44
14D21	14	D2	1	0	50
14D21	14	D2	1	1	11
14D21	14	D2	1	1	47
14D21	14	D2	1	1	98
14D21	14	D2	1	0	50
14D21	14	D2	1	0	50
14D21	14	D2	1	1	18
14D22	14	D2	2	1	98
14D22	14	D2	2	0	50
14D22	14	D2	2	1	66
14D22	14	D2	2	0	50
14D22	14	D2	2	1	68
14D22	14	D2	2	1	91
14D22	14	D2	2	1	80
14D22	14	D2	2	1	90
14D22	14	D2	2	0	100
14D22	14	D2	2	0	50
14D22	14	D2	2	1	20
14D22	14	D2	2	1	50
14D22	14	D2	2	0	50
14D22	14	D2	2	1	90
14D22	14	D2	2	0	50
14D22	14	D2	2	1	37
14D22	14	D2	2	1	23
14D22	14	D2	2	1	9
14D22	14	D2	2	1	31
14D22	14	D2	2	1	9
14D22	14	D2	2	0	50
14D22	14	D2	2	1	58
14D22	14	D2	2	1	41
14D22	14	D2	2	0	50
14D22	14	D2	2	1	10
14D22	14	D2	2	0	50
14D22	14	D2	2	1	11
14D22	14	D2	2	1	34
14D22	14	D2	2	0	50
14D22	14	D2	2	1	30
14N11	14	N1	1	1	3
14N11	14	N1	1	1	36
14N11	14	N1	1	0	50
14N11	14	N1	1	1	85
14N11	14	N1	1	0	50
14N11	14	N1	1	1	65
14N11	14	N1	1	0	50
14N11	14	N1	1	1	60
14N11	14	N1	1	1	44
14N11	14	N1	1	1	14
14N11	14	N1	1	0	50
14N11	14	N1	1	1	91
14N11	14	N1	1	0	50
14N11	14	N1	1	1	59
14N11	14	N1	1	1	50
14N11	14	N1	1	0	80
14N11	14	N1	1	1	76
14N11	14	N1	1	0	50
14N11	14	N1	1	1	70
14N11	14	N1	1	0	50
14N11	14	N1	1	0	80
14N11	14	N1	1	1	39
14N11	14	N1	1	0	80
14N11	14	N1	1	1	15
14N11	14	N1	1	1	68
14N11	14	N1	1	0	50
14N11	14	N1	1	0	80
14N11	14	N1	1	0	50
14N11	14	N1	1	0	80
14N11	14	N1	1	0	80
14N12	14	N1	2	0	50
14N12	14	N1	2	1	72
14N12	14	N1	2	0	50
14N12	14	N1	2	0	80
14N12	14	N1	2	1	17
14N12	14	N1	2	0	50
14N12	14	N1	2	0	80
14N12	14	N1	2	0	50
14N12	14	N1	2	1	2
14N12	14	N1	2	1	36
14N12	14	N1	2	0	50
14N12	14	N1	2	1	26
14N12	14	N1	2	1	2
14N12	14	N1	2	0	50
14N12	14	N1	2	1	4
14N12	14	N1	2	0	50
14N12	14	N1	2	1	61
14N12	14	N1	2	0	50
14N12	14	N1	2	1	68
14N12	14	N1	2	0	50
14N12	14	N1	2	1	25
14N12	14	N1	2	0	50
14N12	14	N1	2	1	77
14N12	14	N1	2	0	50
14N12	14	N1	2	1	38
14N12	14	N1	2	0	50
14N12	14	N1	2	1	37
14N12	14	N1	2	0	50
14N12	14	N1	2	0	80
14N12	14	N1	2	1	5
14N21	14	N2	1	1	25
14N21	14	N2	1	1	13
14N21	14	N2	1	1	43
14N21	14	N2	1	1	32
14N21	14	N2	1	1	45
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	1	54
14N21	14	N2	1	1	78
14N21	14	N2	1	1	18
14N21	14	N2	1	0	50
14N21	14	N2	1	1	40
14N21	14	N2	1	1	48
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	1	28
14N21	14	N2	1	1	37
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	1	16
14N21	14	N2	1	0	50
14N21	14	N2	1	1	3
14N21	14	N2	1	0	50
14N21	14	N2	1	0	80
14N21	14	N2	1	1	39
14N21	14	N2	1	0	50
14N22	14	N2	2	1	53
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	29
14N22	14	N2	2	1	29
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	34
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	18
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	63
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	33
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	1	4
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
14N22	14	N2	2	0	64
05D11	05	D1	1	1	25
05D11	05	D1	1	0	20
05D11	05	D1	1	0	20
05D11	05	D1	1	1	3
05D11	05	D1	1	0	30
05D11	05	D1	1	0	40
05D11	05	D1	1	0	40
05D11	05	D1	1	1	41
05D11	05	D1	1	1	8
05D11	05	D1	1	1	10
05D11	05	D1	1	1	1
05D11	05	D1	1	0	45
05D11	05	D1	1	0	8
05D11	05	D1	1	1	7
05D11	05	D1	1	0	3
05D11	05	D1	1	0	40
05D11	05	D1	1	0	50
05D11	05	D1	1	1	15
05D11	05	D1	1	1	43
05D11	05	D1	1	0	60
05D11	05	D1	1	1	3
05D11	05	D1	1	0	2
05D11	05	D1	1	0	60
05D11	05	D1	1	0	5
05D11	05	D1	1	1	56
05D11	05	D1	1	1	59
05D11	05	D1	1	1	9
05D11	05	D1	1	0	55
05D11	05	D1	1	1	44
05D11	05	D1	1	0	60
05D12	05	D1	2	1	41
05D12	05	D1	2	0	45
05D12	05	D1	2	1	3
05D12	05	D1	2	1	46
05D12	05	D1	2	1	33
05D12	05	D1	2	1	8
05D12	05	D1	2	1	44
05D12	05	D1	2	0	60
05D12	05	D1	2	1	21
05D12	05	D1	2	0	50
05D12	05	D1	2	1	19
05D12	05	D1	2	0	20
05D12	05	D1	2	0	30
05D12	05	D1	2	1	42
05D12	05	D1	2	1	40
05D12	05	D1	2	0	80
05D12	05	D1	2	1	27
05D12	05	D1	2	1	30
05D12	05	D1	2	0	29
05D12	05	D1	2	0	40
05D12	05	D1	2	1	51
05D12	05	D1	2	0	60
05D12	05	D1	2	0	90
05D12	05	D1	2	1	19
05D12	05	D1	2	0	10
05D12	05	D1	2	0	20
05D12	05	D1	2	0	40
05D12	05	D1	2	0	40
05D12	05	D1	2	1	4
05D12	05	D1	2	1	40
05D21	05	D2	1	0	64
05D21	05	D2	1	1	7
05D21	05	D2	1	0	64
05D21	05	D2	1	1	46
05D21	05	D2	1	0	64
05D21	05	D2	1	1	51
05D21	05	D2	1	1	42
05D21	05	D2	1	1	37
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	1	58
05D21	05	D2	1	0	64
05D21	05	D2	1	1	64
05D21	05	D2	1	1	61
05D21	05	D2	1	1	19
05D21	05	D2	1	0	64
05D21	05	D2	1	1	35
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	1	21
05D21	05	D2	1	0	64
05D21	05	D2	1	0	64
05D21	05	D2	1	1	17
05D21	05	D2	1	0	64
05D21	05	D2	1	1	14
05D21	05	D2	1	1	29
05D21	05	D2	1	1	24
05D22	05	D2	2	1	12
05D22	05	D2	2	1	12
05D22	05	D2	2	1	45
05D22	05	D2	2	1	51
05D22	05	D2	2	1	17
05D22	05	D2	2	1	14
05D22	05	D2	2	1	50
05D22	05	D2	2	1	58
05D22	05	D2	2	1	61
05D22	05	D2	2	1	75
05D22	05	D2	2	1	5
05D22	05	D2	2	1	51
05D22	05	D2	2	1	65
05D22	05	D2	2	1	35
05D22	05	D2	2	1	19
05D22	05	D2	2	1	26
05D22	05	D2	2	1	15
05D22	05	D2	2	0	80
05D22	05	D2	2	1	69
05D22	05	D2	2	0	80
05D22	05	D2	2	1	37
05D22	05	D2	2	1	5
05D22	05	D2	2	1	53
05D22	05	D2	2	1	24
05D22	05	D2	2	1	3
05D22	05	D2	2	0	80
05D22	05	D2	2	1	68
05D22	05	D2	2	0	80
05D22	05	D2	2	1	67
05D22	05	D2	2	1	43
05N11	05	N1	1	1	25
05N11	05	N1	1	1	16
05N11	05	N1	1	1	7
05N11	05	N1	1	0	50
05N11	05	N1	1	1	35
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	1	7
05N11	05	N1	1	0	50
05N11	05	N1	1	1	17
05N11	05	N1	1	1	22
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	1	22
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	1	27
05N11	05	N1	1	0	50
05N11	05	N1	1	1	10
05N11	05	N1	1	0	50
05N11	05	N1	1	0	50
05N11	05	N1	1	1	15
05N12	05	N1	2	0	45
05N12	05	N1	2	1	22
05N12	05	N1	2	0	45
05N12	05	N1	2	1	45
05N12	05	N1	2	1	27
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	1	16
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	1	23
05N12	05	N1	2	0	45
05N12	05	N1	2	1	35
05N12	05	N1	2	0	45
05N12	05	N1	2	1	6
05N12	05	N1	2	0	45
05N12	05	N1	2	1	25
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N12	05	N1	2	1	13
05N12	05	N1	2	0	45
05N12	05	N1	2	1	5
05N12	05	N1	2	0	45
05N12	05	N1	2	0	4
05N12	05	N1	2	0	45
05N12	05	N1	2	0	45
05N21	05	N2	1	0	40
05N21	05	N2	1	1	27
05N21	05	N2	1	1	30
05N21	05	N2	1	0	40
05N21	05	N2	1	1	17
05N21	05	N2	1	1	14
05N21	05	N2	1	0	40
05N21	05	N2	1	1	23
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	1	25
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	1	6
05N21	05	N2	1	0	40
05N21	05	N2	1	1	35
05N21	05	N2	1	0	40
05N21	05	N2	1	1	11
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N21	05	N2	1	0	40
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	1	65
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	1	67
05N22	05	N2	2	1	60
05N22	05	N2	2	1	16
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	1	29
05N22	05	N2	2	1	13
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	1	5
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	0	69
05N22	05	N2	2	1	57
05N22	05	N2	2	1	66
05N22	05	N2	2	1	1
05N22	05	N2	2	1	47
05N22	05	N2	2	1	8
05N22	05	N2	2	1	24
05N22	05	N2	2	1	66
06D11	06	D1	1	0	45
06D11	06	D1	1	0	50
06D11	06	D1	1	0	64
06D11	06	D1	1	1	7
06D11	06	D1	1	1	6
06D11	06	D1	1	1	16
06D11	06	D1	1	0	30
06D11	06	D1	1	0	80
06D11	06	D1	1	0	64
06D11	06	D1	1	1	50
06D11	06	D1	1	1	48
06D11	06	D1	1	0	64
06D11	06	D1	1	1	33
06D11	06	D1	1	1	76
06D11	06	D1	1	1	74
06D11	06	D1	1	1	19
06D11	06	D1	1	0	64
06D11	06	D1	1	0	80
06D11	06	D1	1	0	38
06D11	06	D1	1	0	50
06D11	06	D1	1	1	44
06D11	06	D1	1	1	18
06D11	06	D1	1	1	6
06D11	06	D1	1	1	46
06D11	06	D1	1	0	28
06D11	06	D1	1	0	80
06D11	06	D1	1	1	12
06D11	06	D1	1	1	26
06D11	06	D1	1	1	31
06D11	06	D1	1	1	11
06D12	06	D1	2	0	64
06D12	06	D1	2	1	21
06D12	06	D1	2	1	34
06D12	06	D1	2	0	35
06D12	06	D1	2	1	30
06D12	06	D1	2	1	19
06D12	06	D1	2	1	42
06D12	06	D1	2	1	24
06D12	06	D1	2	0	28
06D12	06	D1	2	1	11
06D12	06	D1	2	0	64
06D12	06	D1	2	1	6
06D12	06	D1	2	1	55
06D12	06	D1	2	1	6
06D12	06	D1	2	0	80
06D12	06	D1	2	1	18
06D12	06	D1	2	0	24
06D12	06	D1	2	0	45
06D12	06	D1	2	0	64
06D12	06	D1	2	0	25
06D12	06	D1	2	1	51
06D12	06	D1	2	1	54
06D12	06	D1	2	1	33
06D12	06	D1	2	1	33
06D12	06	D1	2	0	36
06D12	06	D1	2	1	69
06D12	06	D1	2	1	6
06D12	06	D1	2	1	10
06D12	06	D1	2	1	51
06D12	06	D1	2	0	66
06D21	06	D2	1	0	64
06D21	06	D2	1	1	6
06D21	06	D2	1	0	36
06D21	06	D2	1	0	68
06D21	06	D2	1	1	21
06D21	06	D2	1	1	10
06D21	06	D2	1	0	90
06D21	06	D2	1	0	78
06D21	06	D2	1	1	4
06D21	06	D2	1	1	12
06D21	06	D2	1	0	60
06D21	06	D2	1	1	56
06D21	06	D2	1	0	60
06D21	06	D2	1	0	50
06D21	06	D2	1	1	3
06D21	06	D2	1	0	76
06D21	06	D2	1	1	24
06D21	06	D2	1	0	30
06D21	06	D2	1	0	50
06D21	06	D2	1	0	64
06D21	06	D2	1	0	80
06D21	06	D2	1	0	35
06D21	06	D2	1	1	15
06D21	06	D2	1	1	15
06D21	06	D2	1	1	75
06D21	06	D2	1	1	39
06D21	06	D2	1	1	3
06D21	06	D2	1	0	64
06D21	06	D2	1	0	80
06D21	06	D2	1	0	48
06D22	06	D2	2	1	6
06D22	06	D2	2	0	64
06D22	06	D2	2	1	16
06D22	06	D2	2	0	70
06D22	06	D2	2	0	36
06D22	06	D2	2	0	48
06D22	06	D2	2	1	1
06D22	06	D2	2	0	90
06D22	06	D2	2	1	59
06D22	06	D2	2	1	49
06D22	06	D2	2	0	20
06D22	06	D2	2	1	56
06D22	06	D2	2	0	58
06D22	06	D2	2	1	14
06D22	06	D2	2	0	70
06D22	06	D2	2	0	100
06D22	06	D2	2	0	60
06D22	06	D2	2	1	6
06D22	06	D2	2	1	14
06D22	06	D2	2	0	36
06D22	06	D2	2	0	50
06D22	06	D2	2	0	70
06D22	06	D2	2	0	26
06D22	06	D2	2	1	16
06D22	06	D2	2	0	30
06D22	06	D2	2	1	82
06D22	06	D2	2	1	62
06D22	06	D2	2	1	62
06D22	06	D2	2	1	57
06D22	06	D2	2	1	32
06N11	06	N1	1	0	80
06N11	06	N1	1	0	64
06N11	06	N1	1	0	36
06N11	06	N1	1	0	48
06N11	06	N1	1	1	53
06N11	06	N1	1	1	4
06N11	06	N1	1	1	25
06N11	06	N1	1	1	76
06N11	06	N1	1	0	64
06N11	06	N1	1	1	48
06N11	06	N1	1	1	17
06N11	06	N1	1	0	36
06N11	06	N1	1	0	64
06N11	06	N1	1	1	88
06N11	06	N1	1	0	76
06N11	06	N1	1	1	9
06N11	06	N1	1	0	50
06N11	06	N1	1	1	8
06N11	06	N1	1	0	60
06N11	06	N1	1	1	18
06N11	06	N1	1	0	90
06N11	06	N1	1	0	76
06N11	06	N1	1	0	48
06N11	06	N1	1	1	16
06N11	06	N1	1	0	36
06N11	06	N1	1	0	50
06N11	06	N1	1	1	20
06N11	06	N1	1	1	38
06N11	06	N1	1	1	14
06N11	06	N1	1	0	46
06N12	06	N1	2	1	58
06N12	06	N1	2	1	21
06N12	06	N1	2	1	8
06N12	06	N1	2	0	36
06N12	06	N1	2	1	36
06N12	06	N1	2	1	10
06N12	06	N1	2	0	76
06N12	06	N1	2	1	34
06N12	06	N1	2	0	50
06N12	06	N1	2	0	78
06N12	06	N1	2	0	36
06N12	06	N1	2	1	18
06N12	06	N1	2	0	80
06N12	06	N1	2	1	12
06N12	06	N1	2	1	34
06N12	06	N1	2	0	48
06N12	06	N1	2	1	73
06N12	06	N1	2	0	75
06N12	06	N1	2	0	36
06N12	06	N1	2	0	60
06N12	06	N1	2	1	3
06N12	06	N1	2	0	74
06N12	06	N1	2	0	82
06N12	06	N1	2	1	15
06N12	06	N1	2	0	26
06N12	06	N1	2	0	40
06N12	06	N1	2	1	54
06N12	06	N1	2	1	32
